img_name;folder;image;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20
Pieza_07_foto11;7;11;0.0;48.55324074074074;77.82986111111111;99.39236111111111;100.0;100.0;100.0;98.8425925925926;56.811342592592595;0.0;0.0;18.24652777777778;91.79398148148148;87.5;96.18055555555556;73.64583333333333;60.416666666666664;17.63310185185185;0.0;0.0
Pieza_07_foto12;7;12;100.0;92.41666666666667;85.78125;87.08333333333333;79.17708333333333;0.0;8.291666666666666;40.760416666666664;6.125;0.0;100.0;100.0;100.0;76.05208333333333;67.30208333333333;48.65625;50.46875;64.0625;33.895833333333336;18.59375
Pieza_07_foto13;7;13;0.0;0.0;16.296296296296298;76.45833333333333;95.78125;80.36458333333333;72.77199074074075;36.7650462962963;35.133101851851855;1.6493055555555556;3.0034722222222223;43.229166666666664;77.8125;100.0;92.24537037037037;92.70833333333333;76.29050925925925;50.04050925925926;42.84143518518518;40.54976851851852
Pieza_07_foto14;7;14;0.0;0.0;0.0;0.0;0.0;1.0227272727272727;23.352272727272727;38.92045454545455;36.47727272727273;45.52556818181818;19.84375;20.667613636363637;32.95454545454545;52.21590909090909;78.82102272727273;97.8409090909091;100.0;65.21306818181819;33.90625;33.90625
Pieza_07_foto15;7;15;96.5234375;92.03125;80.60546875;77.55859375;100.0;100.0;90.517578125;55.634765625;26.455078125;16.611328125;100.0;100.0;100.0;84.775390625;57.646484375;31.787109375;4.0234375;0.0;0.0;0.0
Pieza_07_foto16;7;16;0.0;0.0;0.0;0.5859375;7.978515625;16.181640625;22.109375;18.9453125;36.07421875;31.083984375;0.0;15.6640625;45.751953125;66.611328125;100.0;85.9375;82.841796875;95.849609375;75.634765625;60.15625
Pieza_07_foto17;7;17;0.0;0.0;15.859375;48.307291666666664;82.69097222222223;82.15277777777777;63.125;82.17881944444444;80.3125;44.0625;7.552083333333333;9.305555555555555;37.248263888888886;93.00347222222223;100.0;81.18055555555556;62.5;78.59375;80.34722222222223;33.984375
Pieza_07_foto18;7;18;0.0;3.671875;47.65625;42.723214285714285;42.823660714285715;64.52008928571429;59.53125;75.3125;96.08258928571429;100.0;0.0;0.0;0.49107142857142855;0.625;44.43080357142857;54.0625;63.136160714285715;67.1875;68.90625;70.625
Pieza_07_foto19;7;19;71.875;17.08984375;0.0;53.61328125;100.0;95.37109375;61.71875;61.71875;61.71875;61.71875;0.0;0.0;0.0;6.69921875;90.9765625;100.0;60.52734375;55.78125;55.78125;55.78125
Pieza_07_foto2;7;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.34375;8.28125;0.0;0.0;0.0;5.56640625;31.19140625;48.7890625;65.9765625;80.99609375;81.40625;85.0
Pieza_07_foto20;7;20;76.09375;80.58159722222223;64.53125;0.0;26.84027777777778;44.84375;55.651041666666664;60.16493055555556;77.63020833333333;35.46875;100.0;96.40625;91.60590277777777;47.62152777777778;53.923611111111114;94.32291666666667;36.458333333333336;35.729166666666664;60.963541666666664;21.944444444444443
Pieza_07_foto21;7;21;74.375;74.375;94.59134615384616;76.50240384615384;0.6490384615384616;0.0;42.83653846153846;61.65865384615385;0.0;0.0;100.0;100.0;100.0;100.0;53.29326923076923;42.96875;44.15865384615385;58.4375;35.32451923076923;24.84375
Pieza_07_foto22;7;22;0.0;0.3780241935483871;35.04032258064516;72.91834677419355;51.56754032258065;49.17842741935484;45.96774193548387;35.761088709677416;38.810483870967744;19.84375;3.119959677419355;56.622983870967744;90.66532258064517;82.78729838709677;55.720766129032256;87.23790322580645;75.3024193548387;44.309475806451616;59.828629032258064;3.3971774193548385
Pieza_07_foto23;7;23;75.15625;85.61677631578948;58.692434210526315;0.0;46.99013157894737;71.50493421052632;45.11513157894737;23.75;66.01973684210526;26.455592105263158;26.40625;52.97697368421053;65.64144736842105;1.8092105263157894;52.91940789473684;88.89802631578948;49.046052631578945;25.674342105263158;24.41611842105263;22.03125
