img_name;folder;image;h_1;h_2;h_3;h_4;h_5;h_6;h_7;h_8;h_9;h_10;h_11;h_12;h_13;h_14;h_15;h_16;h_17;h_18;h_19;h_20;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20
Pieza_03_foto533;3;533;57;58;60;60;60;64;64;60;60;62;62;62;60;60;60;60;60;60;66;66;43.85964912280702;45.28556034482759;47.942708333333336;48.151041666666664;48.151041666666664;53.9306640625;51.7578125;48.151041666666664;48.151041666666664;50.50403225806452;51.033266129032256;49.92439516129032;48.151041666666664;48.151041666666664;48.151041666666664;48.151041666666664;48.151041666666664;48.151041666666664;52.55681818181818;56.84185606060606
Pieza_03_foto60;3;60;54;55;59;59;56;65;65;68;68;68;67;70;70;70;77;77;76;76;76;72;10.445601851851851;11.363636363636363;15.254237288135593;14.539194915254237;12.3046875;20.48076923076923;21.634615384615383;24.97702205882353;25.02297794117647;24.264705882352942;23.880597014925375;26.651785714285715;27.34375;26.5625;34.65909090909091;35.65340909090909;34.56003289473684;34.56003289473684;31.373355263157894;29.70920138888889
Pieza_03_foto61;3;61;73;73;63;71;73;80;80;77;76;88;88;88;93;97;97;98;98;98;101;101;8.561643835616438;6.8493150684931505;2.4801587301587302;7.108274647887324;7.8125;14.23828125;14.0625;5.8441558441558445;8.84046052631579;20.685369318181817;21.750710227272727;20.5078125;26.058467741935484;29.65528350515464;31.185567010309278;31.99936224489796;32.286352040816325;32.286352040816325;35.272277227722775;35.64356435643565
Pieza_03_foto75;3;75;44;47;47;62;69;69;69;61;73;80;80;78;78;84;84;84;82;82;85;85;0.0;0.2992021276595745;0.2992021276595745;7.157258064516129;14.153079710144928;14.153079710144928;9.62409420289855;7.402663934426229;14.961472602739725;25.3125;24.78515625;23.15705128205128;23.15705128205128;29.761904761904763;29.761904761904763;28.366815476190474;27.515243902439025;27.515243902439025;30.90073529411765;30.90073529411765
Pieza_03_foto94;3;94;49;50;50;132;132;132;130;130;129;125;125;123;118;118;117;114;111;110;32;30;0.0;0.0;0.0;7.445549242424242;21.88683712121212;20.868844696969695;20.204326923076923;20.15625;17.441860465116278;16.2;15.7375;12.52540650406504;11.136122881355933;11.030190677966102;9.348290598290598;7.538377192982456;6.74268018018018;4.488636363636363;0.0;0.0
Pieza_05_foto0112;5;112;54;54;58;61;68;74;78;83;87;93;95;100;107;112;117;125;135;138;139;141;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;1.1828271028037383;2.622767857142857;4.754273504273504;7.7;15.555555555555555;17.35733695652174;18.89613309352518;20.489804964539008
Pieza_05_foto0118;5;118;76;76;76;72;71;70;69;68;66;64;63;63;63;60;58;59;59;59;57;56;34.56003289473684;34.56003289473684;32.833059210526315;28.971354166666668;27.72887323943662;26.584821428571427;25.407608695652176;24.080882352941178;21.47253787878788;20.166015625;18.75;19.444444444444443;18.17956349206349;14.973958333333334;14.251077586206897;15.254237288135593;15.254237288135593;13.983050847457626;12.664473684210526;12.3046875
Pieza_05_foto0124;5;124;60;60;60;60;60;60;60;60;45;47;47;48;49;51;52;54;60;60;60;60;93.75;93.75;93.75;93.75;93.75;93.75;93.75;93.75;70.3125;72.37367021276596;73.4375;74.54427083333333;76.11607142857143;76.86887254901961;79.71754807692308;82.08912037037037;85.625;93.75;93.75;93.75
Pieza_05_foto0132;5;132;69;71;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;80;92.7536231884058;90.14084507042253;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0
Pieza_05_foto0138;5;138;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;171;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532;37.42690058479532
Pieza_05_foto0143;5;143;67;90;90;90;75;68;62;62;62;59;59;54;45;27;56;70;70;70;56;56;95.5223880597015;71.11111111111111;71.11111111111111;71.11111111111111;85.33333333333333;91.98069852941177;95.43850806451613;96.875;94.30443548387096;92.1875;87.42055084745763;80.43981481481481;62.88194444444444;57.90424570912376;0.0;90.89285714285714;91.42857142857143;91.25;87.5;87.5
Pieza_05_foto0162;5;162;152;152;145;132;103;106;106;94;88;82;82;82;74;73;64;55;49;46;36;22;41.44736842105263;41.44736842105263;43.44827586206897;47.72727272727273;61.16504854368932;59.43396226415094;59.43396226415094;67.02127659574468;71.5909090909091;76.82926829268293;76.82926829268293;76.82926829268293;85.13513513513513;86.3013698630137;92.36111111111111;82.74170274170274;75.99611273080662;64.87232574189096;44.79717813051146;34.92063492063492
Pieza_05_foto0170;5;170;49;49;49;48;48;48;48;49;63;63;63;63;63;63;63;63;63;40;27;19;77.77777777777777;77.77777777777777;76.28765792031098;76.19047619047619;76.19047619047619;76.19047619047619;76.19047619047619;76.3200518302559;92.9453262786596;100.0;100.0;100.0;100.0;100.0;100.0;100.0;78.60922146636432;56.86507936507937;39.3885949441505;30.158730158730158
Pieza_05_foto0178;5;178;137;137;138;138;133;132;131;60;61;64;66;66;73;75;75;69;63;67;67;64;45.98540145985402;45.98540145985402;45.65217391304348;45.65217391304348;47.36842105263158;47.72727272727273;47.47364594692839;95.23809523809524;95.34218058808223;98.06547619047619;95.45454545454545;95.45454545454545;86.3013698630137;84.0;84.0;91.30434782608695;100.0;94.02985074626865;94.02985074626865;98.4375
Pieza_05_foto0197;5;197;88;88;88;88;88;88;88;88;88;88;88;88;78;79;88;88;82;81;88;88;72.72727272727273;72.72727272727273;72.72727272727273;72.72727272727273;72.72727272727273;72.72727272727273;72.72727272727273;72.72727272727273;72.72727272727273;72.72727272727273;72.72727272727273;72.72727272727273;82.05128205128206;81.0126582278481;72.72727272727273;72.72727272727273;78.04878048780488;79.01234567901234;72.72727272727273;72.72727272727273
Pieza_05_foto0207;5;207;57;61;67;73;76;80;85;90;96;97;100;100;102;107;112;116;122;126;126;125;0.0;0.0;0.0;0.0;0.0;0.0;0.2987861811391223;1.4285714285714286;3.4722222222222223;4.189167075765014;5.2063492063492065;5.73015873015873;6.629318394024277;9.746328437917223;13.052721088435375;16.119321291735083;20.41373926619828;25.4472159234064;25.28344671201814;24.584126984126986
Pieza_05_foto0220;5;220;228;228;228;219;219;219;188;188;191;191;184;174;173;165;162;157;155;143;143;143;28.07017543859649;28.07017543859649;28.07017543859649;29.22374429223744;29.22374429223744;29.22374429223744;34.04255319148936;34.04255319148936;33.50785340314136;33.50785340314136;34.78260869565217;36.7816091954023;36.994219653179194;38.78787878787879;39.50617283950617;40.76433121019108;41.29032258064516;44.75524475524475;44.75524475524475;44.75524475524475
